id,title,claim,url,domain,news_date,true/false,published_paper_urls,published_paper_title,published_paper_authors,published_paper_abstract,published_paper_venue,published_paper_year,GPT_Response_1,GPT_Response_2,GPT_Response_3,GPT_Response_consensus
1061,What do we know about COVID-19 vaccines and transmission?,Confusion has spread online over the impact COVID-19 vaccines can have on transmission.,https://www.reuters.com/news/article/factcheck-coronavirus-vaccines/fact-check-what-do-we-know-about-covid-19-vaccines-and-transmission-idUSL1N2SA1FZ,Health,19-Nov-21,TRUE,https://www.bmj.com/content/374/bmj.n1920,"Covid-19: Pfizer vaccineâ€™s efficacy declined from 96% to 84% four months after second dose, company reports",Elisabeth Mahase,"The Pfizer-BioNTech vaccineâ€™s efficacy against SARS-CoV-2 peaked at 96.2% at seven days to two months after the second dose and then declined to 83.7% at four months, a preprint from Pfizer has reported. The preprint, which contains the latest data from the original clinical trial, found an average decline in vaccine efficacy of 6% every two months. Researchers have said that trials to evaluate the efficacy of booster trials after a longer interval are under way. A booster vaccine in England is expected to be rolled out to the people most vulnerable to covid-19 from September. Around 44â€‰000 people aged over 16 were recruited to the clinical trials from July to October 2020, including participants from the US, Argentina, Brazil, South Africa, Germany, and Turkey. Of these, half were given the Pfizer vaccine and half were given the placebo, a saline solution. The study also included around 2200 participants aged 12 to 15 at 29 US sites, recruited from October 2020 to January 2021, who were also randomly allocated 1:1 to receive the vaccine or placebo. The preprint said that from seven days after the second dose 86-100% efficacy was observed across diverse demographic profiles, including age, sex, race/ethnicity, and factors increasing the risk from covid-19, such as high body mass index and other comorbidities. The vaccine was reported as highly efficacious in various geographical regions including North America, Europe, South Africa, and Latin America.",BMJ,2021,SUPPORT,SUPPORT,SUPPORT,SUPPORT
1073,Most cases of myocarditis after COVID-19 vaccines are not irreversible,"Medical experts on the basis of evidence so far disagree with claims made on social media that myocarditis following the COVID-19 vaccine is irreversible. Social media claims that â€œover the years,â€ many children diagnosed with myocarditis will die are unfounded, representatives from the Myocarditis Foundation say.",https://www.reuters.com/news/article/factcheck-myocarditis-covid19-vaccine/fact-check-most-cases-of-myocarditis-after-covid-19-vaccines-are-not-irreversible-idUSL1N2S924L,Health,18-Nov-21,TRUE,https://jamanetwork.com/journals/jamacardiology/fullarticle/2781601,Myocarditis Following Immunization With mRNA COVID-19 Vaccines in Members of the US Military,"Jay Montgomery, MD; Margaret Ryan, MD, MPH; Renata Engler, MD; et al","We report a case series of probable hypersensitivity myocarditis with consistent temporal association to receipt of an mRNA COVID-19 vaccine. While the true incidence of this adverse event is unknown at this time, the presentation pattern and clinical course suggest an association with an inflammatory response to vaccination. Increased attention to myocarditis as a potential adverse event following immunization is warranted. Recognition of the substantial morbidity associated with COVID-19 infection, including risk of cardiac injury, and the strong effectiveness of immunization in preventing infection provide important context for this topic. Concerns about rare adverse events following immunization should not diminish overall confidence in the value of vaccination.",JAMA Cardiology,2021,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
1081,"â€˜Long COVIDâ€™ is not fake, quoted French study did not say it does not exist","Contrary to claims made online, the condition known as â€œlong COVIDâ€, where people feel longer-lasting effects after a COVID-19 infection, is real. A French study which the posts use as alleged evidence does not actually say the phenomenon is not real.",https://www.reuters.com/news/article/factcheck-long-covid/fact-check-long-covid-is-not-fake-quoted-french-study-did-not-say-it-does-not-exist-idUSL1N2S728P,Health,16-Nov-21,TRUE,https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/2785832,Association of Self-reported COVID-19 Infection and SARS-CoV-2 Serology Test Results With Persistent Physical Symptoms Among French Adults During the COVID-19 Pandemic,"Joane Matta, PhD; Emmanuel Wiernik, PhD; Olivier Robineau, MD, PhD; et al","The results of this cross-sectional analysis of a large, population-based French cohort suggest that physical symptoms persisting 10 to 12 months after the COVID-19 pandemic first wave may be associated more with the belief in having experienced COVID-19 infection than with actually being infected with the SARS-CoV-2 virus. Although our study cannot determine the direction of the association between belief and symptoms, our results suggest that further research regarding persistent physical symptoms after COVID-19 infection should also consider mechanisms that may not be specific to the SARS-CoV-2 virus. From a clinical perspective, patients in this situation should be offered a medical evaluation to prevent their symptoms being erroneously attributed to COVID-19 infection and to identify cognitive and behavioral mechanisms that may be targeted to relieve the symptoms.",JAMA Internal Medicine,2021,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
1082,2019 study on increases in maternal heat exposure and climate change is unrelated to COVID-19 vaccines,Social media users are sharing an article discussing a study published in January 2019 about possible increases in congenital heart defects in the United States due to climate change. They claim falsely that the study is a cover-up for side effects of the COVID-19 vaccine.,https://www.reuters.com/news/article/factcheck-climate-covid/fact-check-2019-study-on-increases-in-maternal-heat-exposure-and-climate-change-is-unrelated-to-covid-19-vaccines-idUSL1N2S728G,Health,16-Nov-21,TRUE,https://www.eurekalert.org/news-releases/616167,Climate change may increase congenital heart defects,American Heart Association,"Rising temperatures stemming from global climate change may increase the number of infants born with congenital heart defects (CHD) in the United States over the next two decades and may result in as many as 7,000 additional cases over an 11 year-period in eight representative states (Arkansas, Texas, California, Iowa, North Caroline, Georgia, New York and Utah), according to new research in the Journal of the American Heart Association, the Open Access Journal of the American Heart Association/American Stroke Association.",Journal of the American Heart Association Report,2019,CONTRADICT,CONTRADICT,SUPPORT,CONTRADICT
1105,Hockey Stick' graph of rising global temperatures is accurate depiction of climate change,"A video viewed thousands of times online disputes the reliability of an authoritative graph showing cooling global temperatures over 1,000 years and rapid warming in the 20th century. A speaker in the clip claims the chart falsely inflates the impact of man-made climate change. However, the graph is a reliable marker of warming temperatures largely as a result of human activity, climate experts told Reuters.",https://www.reuters.com/news/article/factcheck-climate-change/fact-check-hockey-stick-graph-of-rising-global-temperatures-is-accurate-depiction-of-climate-change-idUSL1N2S112H,Environment,10-Nov-21,TRUE,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/1999GL900070,"Northern hemisphere temperatures during the past millennium: Inferences, uncertainties, and limitations","Michael E. Mann, Raymond S. Bradley, Malcolm K. Hughes","Building on recent studies, we attempt hemispheric temperature reconstructions with proxy data networks for the past millennium. We focus not just on the reconstructions, but the uncertainties therein, and important caveats. Though expanded uncertainties prevent decisive conclusions for the period prior to AD 1400, our results suggest that the latter 20th century is anomalous in the context of at least the past millennium. The 1990s was the warmest decade, and 1998 the warmest year, at moderately high levels of confidence. The 20th century warming counters a millennial-scale cooling trend which is consistent with long-term astronomical forcing.",Geophysical Research Letters,1999,CONTRADICT,CONTRADICT,SUPPORT,CONTRADICT
1111,COVID-19 test swabs cannot touch the brain or bruise the amygdala to make people submissive,COVID-19 test swabs are not used to replicate a technique performed on slaves in ancient Egypt to make people submissive.,https://www.reuters.com/news/article/factcheck-coronavirus-egypt/fact-check-covid-19-test-swabs-cannot-touch-the-brain-or-bruise-the-amygdala-to-make-people-submissive-idUSL1N2RZ2B6,Humans,8-Nov-21,TRUE,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1600-0420.1997.tb00792.x,The eye and its diseases in Ancient Egypt,S. Ry Andersen,"Based on a study of mummies, skeletons, burial rites, medical instruments, medicaments, literature and objets dâ€™art from Ancient Egypt before the Hellenistic Period, the understanding of the eye, its diseases and their treatment at that time is described. Magic spells, religious rites and medical treatments, especially with eye ointments, were probably used often complementary to one another. We must be very cautious about our conclusions in regard to the effectiveness of the treatments. Eye diseases have been depicted only exceptionally in Egyptian art, except for blindness and â€˜symbolic blindnessâ€™.",Acta Ophthalmologica,1997,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
1130,Comparisons of glacier counts are not a reliable indicator of climate change,"Social media users disputing climate change have said there are the same number of glaciers on Earth in 2021 as the day in 1948 that former U.S. vice president Al Gore was born. However, this is a misleading statement, according to three experts who spoke to Reuters, as glaciers tend to split into several smaller glaciers when they melt - and the exact number of glaciers in 1948 is not known.",https://www.reuters.com/news/article/factcheck-climate-change/fact-check-comparisons-of-glacier-counts-are-not-a-reliable-indicator-of-climate-change-idUSL1N2RV20T,Environment,4-Nov-21,TRUE,https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2019EF001470,Partitioning the Uncertainty of Ensemble Projections of Global Glacier Mass Change,"Ben Marzeion, Regine Hock, Brian Anderson, Andrew Bliss, Nicolas Champollion, Koji Fujita, Matthias Huss, Walter W. Immerzeel, Philip Kraaijenbrink, Jan-Hendrik Malles, Fabien Maussion, Valentina RadiÄ‡, David R. Rounce, Akiko Sakai, Sarah Shannon, Roderik van de Wal, Harry Zekollari","Glacier mass loss is recognized as a major contributor to current sea level rise. However, large uncertainties remain in projections of glacier mass loss on global and regional scales. We present an ensemble of 288 glacier mass and area change projections for the 21st century based on 11 glacier models using up to 10 general circulation models and four Representative Concentration Pathways (RCPs) as boundary conditions. We partition the total uncertainty into the individual contributions caused by glacier models, general circulation models, RCPs, and natural variability. We find that emission scenario uncertainty is growing throughout the 21st century and is the largest source of uncertainty by 2100. The relative importance of glacier model uncertainty decreases over time, but it is the greatest source of uncertainty until the middle of this century. The projection uncertainty associated with natural variability is small on the global scale but can be large on regional scales. The projected global mass loss by 2100 relative to 2015 (79 Â± 56 mm sea level equivalent for RCP2.6, 159 Â± 86 mm sea level equivalent for RCP8.5) is lower than, but well within, the uncertainty range of previous projections.",Earth's Future,2020,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
1132,Videogame does not show Spanish volcano eruption was part of a plot,Social media users have been sharing footage from a videogame released in 2009 and saying it suggests that this yearâ€™s eruption of the Cumbre Vieja volcano on the Spanish Canary island of La Palma was pre-planned and set off on purpose as part of a plot.,https://www.reuters.com/news/article/factcheck-lapalma-videogame/fact-check-videogame-does-not-show-spanish-volcano-eruption-was-part-of-a-plot-idUSL1N2RV1TO,Opinion,4-Nov-21,FALSE,https://agupubs.onlinelibrary.wiley.com/doi/epdf/10.1029/2001GL013110,"Cumbre Vieja Volcanoâ€”Potential collapse and tsunami at La Palma, Canary Islands","Steven N. Ward, Simon Day","Geological evidence suggests that during a future eruption, Cumbre Vieja Volcano on the Island of La Palma may experience a catastrophic failure of its west flank, dropping 150 to 500 kmÂ³ of rock into the sea. Using a geologically reasonable estimate of landslide motion, we model tsunami waves produced by such a collapse. Waves generated by the run-out of a 500 kmÂ³ (150 kmÂ³) slide block at 100 m/s could transit the entire Atlantic Basin and arrive on the coasts of the Americas with 10â€“25 m (3â€“8 m) height.",Geophysical Research Letters,2001,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
1133,Statue of Liberty photos do not prove sea level rise is a myth,Social media users are sharing two photographs of the Statue of Liberty taken 100 years apart and wrongly saying the images prove that sea levels are not rising.,https://www.reuters.com/news/article/factcheck-statue-of-liberty-sea-level/fact-check-statue-of-liberty-photos-do-not-prove-sea-level-rise-is-a-myth-idUSL1N2RV1SK,Nature,4-Nov-21,TRUE,https://link.springer.com/chapter/10.1007/978-3-319-53742-9_13,Coping with Higher Sea Levels and Increased Coastal Flooding in New York City,"Vivien Gornitz, Radley Horton, Daniel A. Bader, Philip Orton & Cynthia Rosenzweig","The 837 km New York City shoreline is lined by significant economic assets and dense population vulnerable to sea level rise and coastal flooding. After Hurricane Sandy in 2012, New York City developed a comprehensive plan to mitigate future climate risks, drawing upon the scientific expertise of the New York City Panel on Climate Change (NPCC), a special advisory group comprised of university and private-sector experts. This paper highlights current NPCC findings regarding sea level rise and coastal flooding, with some of the Cityâ€™s ongoing and planned responses. Twentieth century sea level rise in New York City (2.8 cm/decade) exceeded the global average (1.7 cm/decade), underscoring the enhanced regional risk to coastal hazards. NPCC (2015) projects future sea level rise at the Battery of 28â€“53 cm by the 2050s and 46â€“99 cm by the 2080s, relative to 2000â€“2004 (mid-range, 25thâ€“75th percentile). High-end SLR estimates (90th percentile) reach 76 cm by the 2050s, and 1.9 m by 2100. Combining these projections with updated FEMA flood return period curves, assuming static flood dynamics and storm behavior, flood heights for the 100-year storm (excluding waves) attain 3.9â€“4.5 m (mid-range), relative to the NAVD88 tidal datum, and 4.9 m (high end) by the 2080s, up from 3.4 m in the 2000s. Flood heights with a 1% annual chance of occurrence in the 2000s increase to 2.0â€“5.4% (mid-range) and 12.7% per year (high-end), by the 2080s. Guided by NPCC (2013, 2015) findings, New York City has embarked on a suite of initiatives to strengthen coastal defenses, employing various approaches tailored to specific neighborhood needs. NPCC continues its collaboration with the city to investigate vulnerability to extreme climate events, including heat waves, inland floods and coastal storms. Current research entails higher-resolution neighborhood-level coastal flood mapping, changes in storm characteristics, surge height interactions with sea level rise, and stronger engagement with stakeholders and community-based organizations.",Climate Change Adaptation in North America,2017,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
1158,Has Switzerland Approved 3D-Printed Pods for Assisted Suicide?,"3D-printed Sarco capsules for assisted suicides, which can be activated from the inside by the person intending to die, have been approved under Swiss law.",https://www.snopes.com/fact-check/switzerland-pods-assisted-suicide/,Humans,13-Dec-21,FALSE,https://onlinelibrary.wiley.com/doi/10.1111/bioe.12304,Assisted Suicide in Switzerland: Clarifying Liberties and Claims,"Samia A. Hurst, Alex Mauron","Assisting suicide is legal in Switzerland if it is offered without selfish motive to a person with decision-making capacity. Although the â€˜Swiss modelâ€™ for suicide assistance has been extensively described in the literature, the formally and informally protected liberties and claims of assistors and recipients of suicide assistance in Switzerland are incompletely captured in the literature. In this article, we describe the package of rights involved in the â€˜Swiss modelâ€™ using the framework of Hohfeldian rights as modified by Wenar. After outlining this framework, we dissect the rights involved in suicide assistance in Switzerland, and compare it with the situation in England and Germany. Based on this approach, we conclude that in Switzerland, claim rights exist for those requesting suicide assistance, and for those who are considering providing such assistance, even though no entitlements exist toward suicide assistance. We then describe the implementation of the â€˜Swiss modelâ€™ and difficulties arising within it. Clarifying these issues is important to understand the Swiss situation, to evaluate what features of it may or may not be worth correcting or emulating, and to understand how it can impact requests for suicide assistance in other countries due to â€˜suicide tourismâ€™. It is also important to understand exactly what sets Switzerland apart from other countries with different legislations regarding suicide assistance.",Bioethics,2016,SUPPORT,CONTRADICT,CONTRADICT,CONTRADICT
1184,"Predicting exactly when natural resources, species and ecosystems may disappear isnâ€™t possible, experts say","A list that includes natural resources, species and ecosystems that will allegedly â€œbe gone by 2029â€ has been shared thousands of times on social media. While thereâ€™s no evidence corroborating this specific deadline, experts consulted by Reuters agree the urgency is real, and that a change of course is needed to preserve these endangered resources.",https://www.reuters.com/news/article/factcheck-climate-2029/fact-check-predicting-exactly-when-natural-resources-species-and-ecosystems-may-disappear-isnt-possible-experts-say-idUSL1N2RM2EG,Nature,26-Oct-21,TRUE,https://doi.org/10.1038/s41467-020-15029-x,Regime shifts occur disproportionately faster in larger ecosystems,"Gregory S. Cooper, Simon Willcock & John A. Dearing","Regime shifts can abruptly affect hydrological, climatic and terrestrial systems, leading to degraded ecosystems and impoverished societies. While the frequency of regime shifts is predicted to increase, the fundamental relationships between the spatial-temporal scales of shifts and their underlying mechanisms are poorly understood. Here we analyse empirical data from terrestrial (nâ€‰=â€‰4), marine (nâ€‰=â€‰25) and freshwater (nâ€‰=â€‰13) environments and show positive sub-linear empirical relationships between the size and shift duration of systems. Each additional unit area of an ecosystem provides an increasingly smaller unit of time taken for that system to collapse, meaning that large systems tend to shift more slowly than small systems but disproportionately faster. We substantiate these findings with five computational models that reveal the importance of system structure in controlling shift duration. The findings imply that shifts in Earth ecosystems occur over â€˜humanâ€™ timescales of years and decades, meaning the collapse of large vulnerable ecosystems, such as the Amazon rainforest and Caribbean coral reefs, may take only a few decades once triggered.",Nature Communications,2020,SUPPORT,SUPPORT,SUPPORT,SUPPORT
1226,No evidence aspirin is â€˜being attackedâ€™ because â€˜itâ€™s provenâ€™ to treat COVID-19,Reports about an early U.S. recommendation against certain adults taking a daily dose of aspirin to prevent heart disease have nothing to do with COVID-19. The comparison comes from social media users who claim the painkiller is â€œbeing attackedâ€ by the media due to early positive research concerning mitigating effects on the virus.,https://www.reuters.com/news/article/factcheck-coronavirus-aspirin/fact-check-no-evidence-aspirin-is-being-attacked-because-its-proven-to-treat-covid-19-idUSL1N2RE1CG,Health,18-Oct-21,TRUE,https://febs.onlinelibrary.wiley.com/doi/10.1111/febs.15784,The use of aspirin for primary prevention of cardiovascular disease is associated with a lower likelihood of COVID-19 infection,"Eugene Merzon, Ilan Green, Shlomo Vinker, Avivit Golan-Cohen, Alessandro Gorohovski, Eva Avramovich, Milana Frenkel-Morgenstern, Eli Magen","Acetylsalicylic acid (aspirin) is commonly used for primary and secondary prevention of cardiovascular diseases. Aspirin use is associated with better outcomes among COVID-19 positive patients. We hypothesized that the aspirin use for primary cardiovascular disease prevention might have a protective effect on COVID-19 susceptibility and disease duration. We conducted a retrospective population-based cross-sectional study, utilizing data from the Leumit Health Services database. The proportion of patients treated with aspirin was significantly lower among the COVID-19-positive group, as compared to the COVID-19-negative group [73 (11.03%) vs. 1548 (15.77%); P = 0.001]. Aspirin use was associated with lower likelihood of COVID-19 infection, as compared to nonusers (adjusted OR 0.71 (95% CI, 0.52 to 0.99; P = 0.041). Aspirin users were older (68.06 Â± 12.79 vs. 56.63 Â± 12.28 years of age; P < 0.001), presented a lower BMI (28.77 Â± 5.4 vs. 30.37 Â± 4.55; P < 0.0189), and showed higher prevalence of hypertension (56, 76.71%), diabetes (47, 64.38%), and COPD (11, 15.07%) than the aspirin nonusers (151, 25.64%, P < 0.001; 130, 22.07%, P < 0.001; and 43, 7.3%, P = 0.023, respectively). Moreover, COVID-19 disease duration (considered as the time between the first positive and second negative COVID-19 RTâ€“PCR test results) among aspirin users was significantly shorter, as compared to aspirin nonusers (19.8 Â± 7.8 vs. 21.9 Â± 7.9 P = 0.045). Among hospitalized COVID-positive patients, a higher proportion of surviving subjects were treated with aspirin (20, 19.05%), as opposed to 1 dead subject (14.29%), although this difference was not significant (P = 0.449). In conclusion, we observed an inverse association between the likelihood of COVID-19 infection, disease duration and mortality, and aspirin use for primary prevention.",The FEBS Journal,2021,SUPPORT,SUPPORT,SUPPORT,SUPPORT
1285,"Eruption in Canary Islands does not currently pose a tsunami risk for the U.S., experts say","Claims that the devastating volcano eruption in La Palma, in the Canary Islands, currently risks causing a â€œmega tsunamiâ€ that would hit the U.S. East Coast are baseless, officials and experts continue to say.",https://www.reuters.com/news/article/factcheck-lapalmaeruption-tsunamihoax/fact-check-eruption-in-canary-islands-does-not-currently-pose-a-tsunami-risk-for-the-u-s-experts-say-idUSL1N2QX1W9,Nature,1-Oct-21,TRUE,https://agupubs.onlinelibrary.wiley.com/doi/epdf/10.1029/2001GL013110,"Cumbre Vieja Volcanoâ€”Potential collapse and tsunami at La Palma, Canary Islands","Steven N. Ward, Simon Day","Geological evidence suggests that during a future eruption, Cumbre Vieja Volcano on the Island of La Palma may experience a catastrophic failure of its west flank, dropping 150 to 500 kmÂ³ of rock into the sea. Using a geologically reasonable estimate of landslide motion, we model tsunami waves produced by such a collapse. Waves generated by the run-out of a 500 kmÂ³ (150 kmÂ³) slide block at 100 m/s could transit the entire Atlantic Basin and arrive on the coasts of the Americas with 10â€“25 m (3â€“8 m) height.",Geophysical Research Letters,2001,CONTRADICT,SUPPORT,SUPPORT,SUPPORT
1314,The term â€˜fossil fuelâ€™ was not coined by John D. Rockefeller to trick people into thinking oil is a scarce commodity,"American businessman John D. Rockefeller did not coin the term â€œfossil fuelâ€ to trick people into thinking that oil was a rarity, despite widely shared claims online.",https://www.reuters.com/news/article/factcheck-fossil-fuel-rockefeller/fact-check-the-term-fossil-fuel-was-not-coined-by-john-d-rockefeller-to-trick-people-into-thinking-oil-is-a-scarce-commodity-idUSL1N2QQ1UK,Society,24-Sep-21,TRUE,https://link.springer.com/article/10.1134/S0024490212050033,Oil source rocks at mesozoic and cenozoic continental margins: Communication 2. Oil source rocks at continental margins in the second half of the cretaceous and in the Cenozoic,A. I. Konyukhov,"Oil source rocks represent sequences with the Corg content ranging from 3â€“5 to 15â€“20%. Sedimentary sections of large petroliferous basins usually include one or two such sequences, which generated liquid and gaseous hydrocarbons (HCs) during their long-term subsidence to the elevated temperature zone. The middle episode of the Late Cretaceous was marked by the accumulation of sediments with a high Corg content in different areas of the World Ocean. However, truly unique settings favorable for accumulation of the sapropelic organic matter (OM) appeared at continental margins that primarily faced the Tethys Ocean. The La Luna Formation is one of the best known source rock sequences responsible for the generation of liquid HCs in basins of the Caribbean region. In the Persian Gulf, the Kazhdumi Formation composed of marls and clayey limestones is considered the main oil-generating sequence. In the Paleogene after closure of the Tethys, the Pacific continental margins became the main domains that accumulated source rocks. The maximal deposition of sapropelic OM in this region corresponded to the early-middle Eocene. In the Neogene, the accumulation of source sediments was associated with deltas and submarine fans of large rivers and with upwelling zones. In basins of the Californian borderland, the main oil-generating sequences are represented by siliceous rocks of the Monterey Formation. They were deposited in a regional upwelling zone related to the cold California Current.",Lithology and Mineral Resources,2012,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
1475,Controversial MIT study does not show that mRNA vaccines alter DNA,A controversial study is being misrepresented on social media as evidence that mRNA COVID-19 vaccines modify your DNA.,https://www.reuters.com/news/article/factcheck-coronavirus-vaccines/fact-check-controversial-mit-study-does-not-show-that-mrna-vaccines-alter-dna-idUSL1N2PK1DC,Health,13-Aug-21,TRUE,https://www.pnas.org/content/118/21/e2105968118,Reverse-transcribed SARS-CoV-2 RNA can integrate into the genome of cultured human cells and can be expressed in patient-derived tissues,"Liguo Zhang, Alexsia Richards, M. Inmaculada Barrasa, Stephen H. Hughes, Richard A. Young, and Rudolf Jaenisch","Prolonged detection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) RNA and recurrence of PCR-positive tests have been widely reported in patients after recovery from COVID-19, but some of these patients do not appear to shed infectious virus. We investigated the possibility that SARS-CoV-2 RNAs can be reverse-transcribed and integrated into the DNA of human cells in culture and that transcription of the integrated sequences might account for some of the positive PCR tests seen in patients. In support of this hypothesis, we found that DNA copies of SARS-CoV-2 sequences can be integrated into the genome of infected human cells. We found target site duplications flanking the viral sequences and consensus LINE1 endonuclease recognition sequences at the integration sites, consistent with a LINE1 retrotransposon-mediated, target-primed reverse transcription and retroposition mechanism. We also found, in some patient-derived tissues, evidence suggesting that a large fraction of the viral sequences is transcribed from integrated DNA copies of viral sequences, generating viralâ€“host chimeric transcripts. The integration and transcription of viral sequences may thus contribute to the detection of viral RNA by PCR in patients after infection and clinical recovery. Because we have detected only subgenomic sequences derived mainly from the 3â€² end of the viral genome integrated into the DNA of the host cell, infectious virus cannot be produced from the integrated subgenomic SARS-CoV-2 sequences.",PNAS,2021,CONTRADICT,SUPPORT,SUPPORT,SUPPORT
1484,No evidence graphene oxide is present in available COVID-19 vaccines via lipid nanoparticles,Allegations that the mRNA COVID-19 vaccines currently available in the United States (Pfizer-BioNTech and Moderna) are toxic because they contain graphene oxide on their lipid nanoparticles (which help transport the mRNA through the body) are baseless.,https://www.reuters.com/news/article/factcheck-graphene-lipidvaccines/fact-check-no-evidence-graphene-oxide-is-present-in-available-covid-19-vaccines-via-lipid-nanoparticles-idUSL1N2PI2XH,Health,11-Aug-21,TRUE,https://www.sciencedirect.com/science/article/abs/pii/S0266353819336371,Core-shell structured polyethylene glycol functionalized graphene for energy-storage polymer dielectrics: Combined mechanical and dielectric performances,"Yuchao Li, Xueqing Bi, Shuangshuang Wang, Yanhu Zhan, Hong-Yuan Liu, Yiu-Wing Mai, Chengzhu Liao, Zhouguang Lu, Yaozu Liao","Polydispersed graphene was synthesized by grafting a thin layer of water-soluble amine functionalized polyethylene glycol monomethyl ether (PEG-NH2). PEG-NH2 functionalized graphene (PEG@rGO) was then introduced into epoxy resin via a facile solution mixing method. Fourier-transform infrared (FTIR) spectroscopy, X-ray photoelectron spectroscopy (XPS) and thermogravimetric analysis (TGA) verified that PEG was successfully grafted to the surface of graphene. The obtained PEG@rGO showed excellent dispersibility in solvents when compared to pristine graphene. As a â€œcore-shellâ€ filler, PEG@rGO filled epoxy nanocomposites displayed improved dielectric constant and reduced dielectric loss, exhibiting potential applications in energy storage capacitors. The mechanical strength and final decomposition temperature were also simultaneously increased.",Composites Science and Technology,2020,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
1486,"Overdose of fentanyl just by being in its presence is not possible, experts tell Reuters","A person cannot overdose from fentanyl just by being in its presence, according to toxicology experts who spoke to Reuters after speculation was posted online.",https://www.reuters.com/news/article/factcheck-fentanyl-overdose/fact-check-overdose-of-fentanyl-just-by-being-in-its-presence-is-not-possible-experts-tell-reuters-idUSL1N2PI0PZ,Health,11-Aug-21,TRUE,https://www.sciencedirect.com/science/article/abs/pii/S0955395921002061?dgcid=author,Perceived occupational risk of fentanyl exposure among law enforcement,"Peyton R. Attaway, Hope M. Smiley-McDonald, Peter J. Davidson, Alex H. Kral","Although toxicologists, medical professionals, and service providers have determined that the risk of overdose from fentanyl exposure is extremely low for law enforcement and other first responders, hundreds of media and social media accounts contradict these facts, making these civil servants unnecessarily concerned about such occupational hazards. We conducted a qualitative study to explore knowledge and fear of fentanyl exposure by interviewing 23 law enforcement leaders and officers in five diverse law enforcement agencies in the United States. Nearly all leaders and officers interviewed wrongly believed that dermal exposure to fentanyl was deadly and expressed fear about such exposure on scene. Officers had a lack of education about fentanyl exposure and faulty or dubious sources of information about it. There is a substantial, pressing need for dissemination of research about the lack of overdose risk associated with dermal fentanyl exposure through channels that law enforcement trust, including through basic academy, in-service training, and law enforcement bulletins and newsletters.",International Journal of Drug Policy,2021,SUPPORT,CONTRADICT,SUPPORT,SUPPORT
1545,Approved vaccines are not more dangerous than COVID-19,Footage of a British man making already debunked allegations about the SARS-CoV-2 virus and COVID-19 vaccines has spread rapidly on social media.,https://www.reuters.com/news/article/factcheck-vaccines-safe/fact-check-approved-vaccines-are-not-more-dangerous-than-covid-19-idUSL1N2P51T3,Health,29-Jul-21,TRUE,https://journals.asm.org/doi/10.1128/jvi.00543-20?permanently=true&,Isolation and Full-Length Genome Characterization of SARS-CoV-2 from COVID-19 Cases in Northern Italy,"Danilo Licastro, Sreejith Rajasekharan, Simeone Dal Monego, Ludovica Segat, Pierlanfranco Dâ€™Agaro, Alessandro Marcello, The Regione FVG Laboratory Group on COVID-19","In December 2019, the novel coronavirus severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) emerged in the city of Wuhan in Hubei province, Peopleâ€™s Republic of China, as the etiologic agent of coronavirus disease 2019 (COVID-19), which has hence spread worldwide causing a global pandemic (1â€“3). The epidemic has been growing exponentially in Italy for the last month, affecting over 60,000 individuals so far and with a heavy mortality burden. Italy is only anticipating what will be the trend in the whole of Europe and elsewhere. At the beginning of March 2020, the first nasopharyngeal swabs positive for SARS-CoV-2 started to be detected in the Northern Eastern Region of Friuli-Venezia Giulia. These identifications followed the expansion of the two clusters in Lombardy and Veneto that emerged in the previous weeks in northern Italy (4). Swab contents were seeded on Vero E6 cells and monitored for cytopathic effect and by an RT-PCR protocol using primers for the N region (5). Cell culture supernatants from passage 1 (P1) of four isolates were collected, and RNA was extracted with QIAamp viral RNA minikit (Qiagen) and quantified with an in vitro-transcribed RNA standard (S. Rajasekharan and A. Marcello, unpublished data). The quantity and quality of the RNA were assessed using Qubit 2.0 fluorometer (Thermo Fisher Scientific) and Agilent 2100 Bioanalyzer (Agilent Technologies). For each sample, 100â€‰ng of total RNA was processed using Zymo-Seq RiboFree ribosomal depletion library preparation kit (Zymo Research).",Jounal of Virology,2020,CONTRADICT,CONTRADICT,NEI,CONTRADICT
